MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,SalePrice,LotArea_m^2,Price_per_m^2,ZoningScore,SubClassScore,LotAreaNorm,PDI,Price_per_m^2_norm,EVI
60,RL,65.0,8450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,208500,785.03035,265.59482700254836,0.8350439463269663,0.3157894736842105,0.03341980415527355,0.4387803618826318,0.24771870633754248,0.4375304318037032
20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,181500,891.8688,203.50526893641756,0.8350439463269663,0.10526315789473684,0.03879501741101685,0.37723503112251267,0.18634994337781352,0.36474078716594405
60,RL,68.0,11250,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,223500,1045.15875,213.84311235015733,0.8350439463269663,0.3157894736842105,0.04650727990838767,0.44270660460856603,0.19656777519579613,0.4119549662328301
70,RL,60.0,9550,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,140000,887.22365,157.79561331576318,0.8350439463269663,0.3684210526315789,0.0385613124868541,0.4561122880663165,0.14117092925490646,0.39478285905185895
60,RL,84.0,14260,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,250000,1324.79678,188.7081881343341,0.8350439463269663,0.3157894736842105,0.06057631634298535,0.4469273155389453,0.17172464127352358,0.39953339927169385
50,RL,85.0,14115,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,143000,1311.325845,109.04993640234399,0.8350439463269663,0.2631578947368421,0.05989857206291336,0.4309345185707132,0.09299113888459996,0.3496403322877583
20,RL,75.0,10084,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,307000,936.833852,327.6995161357598,0.8350439463269663,0.10526315789473684,0.04105728107691229,0.37791371022228126,0.3091024247084214,0.426117027831248
60,RL,,10382,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosN,Norm,200000,964.518946,207.35725392376065,0.8350439463269663,0.3157894736842105,0.04245016242492229,0.4414894693635264,0.19015721083107698,0.4087496840504705
50,RM,51.0,6120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,129900,568.56636,228.4693733902934,0.37128319489417083,0.2631578947368421,0.022529154689289302,0.23421939278550774,0.21102424057767585,0.2695286577044576
190,RL,50.0,7420,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Artery,Artery,118000,689.34026,171.17816388672847,0.8350439463269663,1.0,0.028605482717520857,0.6425992233460428,0.15439812235090866,0.5277122450735443
20,RL,70.0,11200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,129500,1040.5136,124.45776777929669,0.8350439463269663,0.10526315789473684,0.046273574984224915,0.37947859839447506,0.10822010138564693,0.3256758661698608
60,RL,85.0,11924,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,345000,1107.775372,311.4349792567874,0.8350439463269663,0.3157894736842105,0.049657622286101565,0.4436517073218802,0.29302670216402316,0.4601844297169436
20,RL,,12968,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,144000,1204.766104,119.52527509024274,0.8350439463269663,0.10526315789473684,0.05453738110261983,0.38195774022999357,0.1033448697998021,0.3232382503769383
